bldg_id,in.cec_climate_zone,in.city,in.puma,in.vacancy_status,in.hvac_cooling_type,in.geometry_building_type_recs,in.weather_file_city,weight,study_weight,stratum,out.electricity.total.energy_consumption..kwh
2932,3,"CA, Fremont",G06000109,Occupied,Central AC,Single-Family Detached,Hayward Air Term,253.90367272727272,3990.7033778656128,Single-Family Detached | cooling installed,6971.5746179176
6855,3,"CA, Alameda",G06000105,Occupied,Room AC,Multi-Family with 5+ Units,Hayward Air Term,253.90367272727272,4021.8341760000003,Multi-Family with 5+ Units | cooling installed,2586.9383366554002
7874,3,"CA, Oakland",G06000103,Occupied,Central AC,Single-Family Detached,Hayward Air Term,253.90367272727272,3990.7033778656128,Single-Family Detached | cooling installed,11811.6433422706
8895,3,"CA, Oakland",G06000103,Occupied,Room AC,Single-Family Detached,Hayward Air Term,253.90367272727272,3990.7033778656128,Single-Family Detached | cooling installed,5980.4082585012
10414,3,"CA, Berkeley",G06000101,Occupied,Room AC,Multi-Family with 5+ Units,Hayward Air Term,253.90367272727272,4021.8341760000003,Multi-Family with 5+ Units | cooling installed,5918.570262689001
15379,3,"CA, Hayward",G06000107,Occupied,Central AC,Single-Family Detached,Hayward Air Term,253.90367272727272,3990.7033778656128,Single-Family Detached | cooling installed,6095.8782601600005
16273,3,"CA, Oakland",G06000102,Occupied,Ducted Heat Pump,Multi-Family with 5+ Units,Hayward Air Term,253.90367272727272,4021.8341760000003,Multi-Family with 5+ Units | cooling installed,2451.8325732932
22065,3,"CA, Hayward",G06000106,Occupied,None,Single-Family Detached,Hayward Air Term,253.90367272727272,4076.564523232324,Single-Family Detached | no cooling,27217.8033605442
25061,3,"CA, Castro Valley",G06000106,Occupied,Room AC,Mobile Home,Hayward Air Term,253.90367272727272,2539.0367272727267,Mobile Home | cooling installed,6027.885771873601
29526,3,"CA, Oakland",G06000102,Occupied,Room AC,Multi-Family with 5+ Units,Hayward Air Term,253.90367272727272,4021.8341760000003,Multi-Family with 5+ Units | cooling installed,2408.4580549036
32272,3,"CA, Alameda",G06000105,Occupied,Central AC,Single-Family Detached,Hayward Air Term,253.90367272727272,3990.7033778656128,Single-Family Detached | cooling installed,7577.352520021001
37056,3,"CA, Oakland",G06000102,Occupied,Room AC,Multi-Family with 5+ Units,Hayward Air Term,253.90367272727272,4021.8341760000003,Multi-Family with 5+ Units | cooling installed,4464.3516123566005
42872,3,"CA, Hayward",G06000107,Occupied,Room AC,Multi-Family with 5+ Units,Hayward Air Term,253.90367272727272,4021.8341760000003,Multi-Family with 5+ Units | cooling installed,3895.2075940282
44609,3,"CA, Hayward",G06000107,Occupied,Central AC,Single-Family Detached,Hayward Air Term,253.90367272727272,3990.7033778656128,Single-Family Detached | cooling installed,7744.1099589648
46563,3,"CA, Oakland",G06000103,Occupied,Central AC,Multi-Family with 5+ Units,Hayward Air Term,253.90367272727272,4021.8341760000003,Multi-Family with 5+ Units | cooling installed,2683.065647681
50085,3,In another census Place,G06000108,Occupied,Central AC,Single-Family Detached,Hayward Air Term,253.90367272727272,3990.7033778656128,Single-Family Detached | cooling installed,5561.9027702556
55916,3,"CA, Oakland",G06000103,Occupied,None,Multi-Family with 5+ Units,Hayward Air Term,253.90367272727272,3923.9658512396695,Multi-Family with 5+ Units | no cooling,4452.3356984784
59505,3,"CA, Oakland",G06000103,Occupied,Central AC,Single-Family Detached,Hayward Air Term,253.90367272727272,3990.7033778656128,Single-Family Detached | cooling installed,3299.6871793818
62134,3,"CA, Oakland",G06000103,Occupied,None,Single-Family Detached,Hayward Air Term,253.90367272727272,4076.564523232324,Single-Family Detached | no cooling,7295.7112215587995
