bldg_id,in.county,in.vacancy_status,in.cec_climate_zone,stratum,weight,study_weight,inclusion_probability,out.electricity.total.energy_consumption..kwh
5412,G0600010,Occupied,3,Single-Family Attached | no cooling,253.90367272727272,2132.7908509090908,0.11904761904761904,5078.921646565999
8849,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,4422.7355203882
9879,G0600010,Occupied,3,Single-Family Attached | cooling installed,253.90367272727272,2344.875095187166,0.10828025477707007,12052.254690904801
11043,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,14411.4768060148
12266,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,15873.3153041724
14878,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,7339.964953159
18550,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | no cooling,253.90367272727272,2377.4616628099175,0.10679611650485436,2500.7754420165998
20843,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,5724.2641431464
21684,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,7325.311399649
22793,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | no cooling,253.90367272727272,2377.4616628099175,0.10679611650485436,2406.9926995526
25061,G0600010,Occupied,3,Mobile Home | cooling installed,253.90367272727272,1946.5948242424236,0.13043478260869565,6027.885771873601
27069,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,11703.793188437001
27869,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,2585.1799102342
30988,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,4573.0809794008
31112,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,21042.209769289802
31599,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,6717.188928984001
32272,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,7577.352520021001
32896,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,4335.693412538801
32950,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,13124.0155946262
36026,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,19373.463095571
37056,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,4464.3516123566005
41339,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,5592.3821615564
42040,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,4368.8104434714005
43212,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,5945.825872217601
43697,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,3003.3923274096
44877,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,4342.1409760832
46563,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,2683.065647681
59178,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | no cooling,253.90367272727272,2377.4616628099175,0.10679611650485436,3758.3434042448002
61010,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,1824.3674119949999
61818,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,7274.023962364
62391,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,4471.6783891116
64097,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,5476.6190888274
65270,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,7504.6708946114
66042,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,14672.3100584928
70307,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,5377.854138170001
70959,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,12472.5186055716
73057,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,9763.3696326428
74598,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,6605.2357801676
74956,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,4786.1436474362
75449,G0600010,Occupied,12,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,19309.5736022674
79288,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,18757.134634940398
80653,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,10281.226213686201
83128,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,3937.1167570668
84727,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,7853.1323970792
84737,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,4870.5481156538
87105,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,10649.6165489276
87904,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,4476.3675262348
87943,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,5815.116174908399
92650,G0600010,Occupied,12,Single-Family Attached | cooling installed,253.90367272727272,2344.875095187166,0.10828025477707007,6089.7237676858
94819,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,7896.799986539
95570,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,13211.057702475602
102133,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,4917.1464158155995
103896,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,2870.9242036791998
107458,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,8097.8467406962
107511,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,12935.863967557802
110472,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,6378.691842903
110778,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,2958.8455247392003
112819,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,2345.4477748106
114168,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,7997.6164346878
117542,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,4855.8945621438
118482,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,5267.3663447046
120095,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | cooling installed,253.90367272727272,2268.206143030303,0.11194029850746269,3441.5335773586003
121535,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,3991.627976124
122149,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,2860.6667162221997
123958,G0600010,Occupied,3,Single-Family Attached | cooling installed,253.90367272727272,2344.875095187166,0.10828025477707007,8419.3457047056
124273,G0600010,Occupied,3,Multi-Family with 2 - 4 Units | no cooling,253.90367272727272,2377.4616628099175,0.10679611650485436,11997.743471847602
126214,G0600010,Occupied,3,Multi-Family with 5+ Units | no cooling,253.90367272727272,2348.608972727273,0.10810810810810811,4800.2110588058
126715,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,9745.7853684308
126896,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,9910.198238813
127991,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,13717.4845117812
130115,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,3321.3744385766004
132313,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,9559.0990967134
134186,G0600010,Occupied,3,Single-Family Attached | no cooling,253.90367272727272,2132.7908509090908,0.11904761904761904,11733.100295457
138984,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,3989.8695497028
141123,G0600010,Occupied,12,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,10267.4518733868
141293,G0600010,Occupied,3,Multi-Family with 5+ Units | cooling installed,253.90367272727272,2306.291693939394,0.11009174311926606,4360.0183113654
143480,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,7031.9472583788
145322,G0600010,Occupied,3,Single-Family Detached | cooling installed,253.90367272727272,2287.7239083487943,0.11098527746319366,8608.962687125
150138,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,3671.0082253252
152912,G0600010,Occupied,3,Single-Family Detached | no cooling,253.90367272727272,2319.444361670762,0.10946745562130178,6921.7525359836
